iteration,loss,suboptimality,grad_norm,optimizer,problem
0,1.0,1.0,2.0,gradient_descent_lr0.001,rosenbrock_dim2
1,0.9960040016,0.9960040016,1.9959969603208918,gradient_descent_lr0.001,rosenbrock_dim2
2,0.992023997397219,0.992023997397219,1.9919860718400209,gradient_descent_lr0.001,rosenbrock_dim2
3,0.9880599973302564,0.9880599973302564,1.9879576557097585,gradient_descent_lr0.001,rosenbrock_dim2
4,0.9841120445378275,0.9841120445378275,1.9839065733523602,gradient_descent_lr0.001,rosenbrock_dim2
5,0.9801801990686101,0.9801801990686101,1.9798304197956191,gradient_descent_lr0.001,rosenbrock_dim2
6,0.9762645281502421,0.9762645281502421,1.9757284016792136,gradient_descent_lr0.001,rosenbrock_dim2
7,0.9723651005139807,0.9723651005139807,1.971600646619043,gradient_descent_lr0.001,rosenbrock_dim2
8,0.9684819832029068,0.9684819832029068,1.9674477831712724,gradient_descent_lr0.001,rosenbrock_dim2
9,0.9646152398809493,0.9646152398809493,1.9632706896038954,gradient_descent_lr0.001,rosenbrock_dim2
10,0.9607649300321468,0.9607649300321468,1.9590703472008106,gradient_descent_lr0.001,rosenbrock_dim2
11,0.9569311086738369,0.9569311086738369,1.9548477576579841,gradient_descent_lr0.001,rosenbrock_dim2
12,0.9531138263543931,0.9531138263543931,1.95060389924569,gradient_descent_lr0.001,rosenbrock_dim2
13,0.9493131292977837,0.9493131292977837,1.946339705973326,gradient_descent_lr0.001,rosenbrock_dim2
14,0.9455290596140402,0.9455290596140402,1.9420560600252095,gradient_descent_lr0.001,rosenbrock_dim2
15,0.9417616555295962,0.9417616555295962,1.9377537915257932,gradient_descent_lr0.001,rosenbrock_dim2
16,0.938010951612622,0.938010951612622,1.9334336820620313,gradient_descent_lr0.001,rosenbrock_dim2
17,0.9342769789810847,0.9342769789810847,1.9290964698616566,gradient_descent_lr0.001,rosenbrock_dim2
18,0.9305597654885936,0.9305597654885936,1.9247428554312604,gradient_descent_lr0.001,rosenbrock_dim2
19,0.9268593358872005,0.9268593358872005,1.920373507008055,gradient_descent_lr0.001,rosenbrock_dim2
20,0.9231757119684612,0.9231757119684612,1.9159890655076641,gradient_descent_lr0.001,rosenbrock_dim2
21,0.9195089126850834,0.9195089126850834,1.9115901488415972,gradient_descent_lr0.001,rosenbrock_dim2
22,0.9158589542558175,0.9158589542558175,1.9071773555852531,gradient_descent_lr0.001,rosenbrock_dim2
23,0.9122258502562235,0.9122258502562235,1.902751268033711,gradient_descent_lr0.001,rosenbrock_dim2
24,0.9086096116977501,0.9086096116977501,1.8983124547088313,gradient_descent_lr0.001,rosenbrock_dim2
25,0.9050102470972696,0.9050102470972696,1.8938614723901235,gradient_descent_lr0.001,rosenbrock_dim2
26,0.9014277625389074,0.9014277625389074,1.8893988677412346,gradient_descent_lr0.001,rosenbrock_dim2
27,0.897862161729722,0.897862161729722,1.88492517859846,gradient_descent_lr0.001,rosenbrock_dim2
28,0.8943134460505141,0.8943134460505141,1.8804409349801097,gradient_descent_lr0.001,rosenbrock_dim2
29,0.8907816146028197,0.8907816146028197,1.8759466598674706,gradient_descent_lr0.001,rosenbrock_dim2
30,0.88726666425294,0.88726666425294,1.8714428698003134,gradient_descent_lr0.001,rosenbrock_dim2
31,0.8837685896737,0.8837685896737,1.866930075322814,gradient_descent_lr0.001,rosenbrock_dim2
32,0.8802873833844796,0.8802873833844796,1.8624087813095453,gradient_descent_lr0.001,rosenbrock_dim2
33,0.876823035789961,0.876823035789961,1.8578794871958881,gradient_descent_lr0.001,rosenbrock_dim2
34,0.8733755352179307,0.8733755352179307,1.8533426871327279,gradient_descent_lr0.001,rosenbrock_dim2
35,0.8699448679564079,0.8699448679564079,1.848798870081583,gradient_descent_lr0.001,rosenbrock_dim2
36,0.8665310182903079,0.8665310182903079,1.8442485198632284,gradient_descent_lr0.001,rosenbrock_dim2
37,0.863133968537797,0.863133968537797,1.8396921151703691,gradient_descent_lr0.001,rosenbrock_dim2
38,0.8597536990864615,0.8597536990864615,1.8351301295528475,gradient_descent_lr0.001,rosenbrock_dim2
39,0.8563901884293779,0.8563901884293779,1.830563031382219,gradient_descent_lr0.001,rosenbrock_dim2
40,0.8530434132011471,0.8530434132011471,1.8259912838011552,gradient_descent_lr0.001,rosenbrock_dim2
41,0.8497133482139384,0.8497133482139384,1.8214153446620598,gradient_descent_lr0.001,rosenbrock_dim2
42,0.8463999664935687,0.8463999664935687,1.8168356664583885,gradient_descent_lr0.001,rosenbrock_dim2
43,0.8431032393156319,0.8431032393156319,1.8122526962514545,gradient_descent_lr0.001,rosenbrock_dim2
44,0.8398231362416881,0.8398231362416881,1.807666875594936,gradient_descent_lr0.001,rosenbrock_dim2
45,0.8365596251555042,0.8365596251555042,1.8030786404588277,gradient_descent_lr0.001,rosenbrock_dim2
